"Time","u101","u201","u301","u501","u601","u110","u210","u310","u510","u610","u710","u111","u211","u311","u511","u611","u711","u112","u212","u312","u512","u612","u712","u213","u313","u713","u714","u102","u302","u502","u602","u702","u103","u203","u303","u503","u603","u703","u104","u204","u304","u504","u604","u704","u105","u205","u305","u505","u605","u705","u106","u206","u306","u506","u606","u706","u107","u207","u307","u507","u607","u707","u108","u208","u308","u508","u608","u708","u109","u209","u309","u509","u609","u709"
2024-08-04 19:17:32,-88.9511 µA,-89.0061 µA,-88.9956 µA,-89.1845 µA,-88.9545 µA,-89.2320 µA,-88.9323 µA,-88.8951 µA,-89.1199 µA,-89.0991 µA,-88.9523 µA,-88.7374 µA,-88.9602 µA,-86.4210 µA,-89.0970 µA,-86.3652 µA,-89.0190 µA,-89.2453 µA,-89.0180 µA,-88.8778 µA,-89.0010 µA,-88.4978 µA,-89.0103 µA,-88.9385 µA,-105.9683 µA,-106.1950 µA,-88.9177 µA,-89.0719 µA,-85.2620 µA,-89.1197 µA,-88.7621 µA,-88.8780 µA,-89.1475 µA,-88.9748 µA,-88.7898 µA,-89.0861 µA,-88.8851 µA,-88.5718 µA,-88.9844 µA,-89.0357 µA,-88.9547 µA,-89.1013 µA,-89.0554 µA,-88.5328 µA,-89.0215 µA,-89.1149 µA,-88.6432 µA,-88.7486 µA,-88.9459 µA,-89.2067 µA,-89.3120 µA,-88.4632 µA,-88.9881 µA,-89.0469 µA,-88.9797 µA,-89.0793 µA,-89.0632 µA,-88.9450 µA,-85.6247 µA,-88.9849 µA,-89.0464 µA,-89.0342 µA,-89.2691 µA,-87.1249 µA,-89.0378 µA,-89.2245 µA,-87.6514 µA,-88.9685 µA,-89.2362 µA,-88.9716 µA,-88.9782 µA,-79.3507 µA,-88.9156 µA,-88.9600 µA
2024-08-04 19:17:36,-88.9512 µA,-89.0060 µA,-88.9953 µA,-89.1842 µA,-88.9544 µA,-89.2316 µA,-88.9323 µA,-88.8951 µA,-89.1163 µA,-89.0996 µA,-88.9523 µA,-88.7365 µA,-89.4215 µA,-86.4209 µA,-89.0966 µA,-86.3654 µA,-89.0190 µA,-89.2450 µA,-89.0172 µA,-88.8778 µA,-89.0012 µA,-88.4980 µA,-89.0095 µA,-88.9384 µA,-105.9683 µA,-106.1951 µA,-88.9176 µA,-89.0717 µA,-85.2620 µA,-89.1199 µA,-88.7621 µA,-88.8779 µA,-89.1479 µA,-88.9750 µA,-88.7897 µA,-89.0865 µA,-88.8849 µA,-88.5718 µA,-88.9851 µA,-89.0354 µA,-88.9551 µA,-89.1009 µA,-89.0555 µA,-88.5326 µA,-89.0217 µA,-89.1147 µA,-88.6405 µA,-88.7483 µA,-88.9455 µA,-89.2064 µA,-89.3123 µA,-88.4586 µA,-88.9880 µA,-89.0476 µA,-88.9797 µA,-89.0769 µA,-89.0631 µA,-88.9454 µA,-85.6266 µA,-88.9850 µA,-89.1512 µA,-89.0345 µA,-89.2685 µA,-87.1240 µA,-89.0380 µA,-89.2239 µA,-87.4843 µA,-88.9646 µA,-89.2355 µA,-88.9717 µA,-88.9780 µA,-79.2699 µA,-88.9157 µA,-88.9603 µA
2024-08-04 19:17:40,-88.9506 µA,-89.0062 µA,-89.2495 µA,-89.1844 µA,-88.9549 µA,-89.2316 µA,-88.9323 µA,-88.8950 µA,-89.1157 µA,-89.0996 µA,-88.9521 µA,-88.7370 µA,-88.9638 µA,-86.4206 µA,-89.0967 µA,-86.3654 µA,-89.0191 µA,-89.2446 µA,-89.0167 µA,-88.8775 µA,-89.0016 µA,-88.4981 µA,-89.0097 µA,-88.9386 µA,-105.9683 µA,-106.1951 µA,-88.9175 µA,-89.0713 µA,-85.2618 µA,-89.1197 µA,-88.7622 µA,-88.8780 µA,-89.1479 µA,-88.9750 µA,-88.7894 µA,-89.0866 µA,-88.8848 µA,-88.5716 µA,-88.9853 µA,-89.0347 µA,-88.9548 µA,-89.1010 µA,-89.0554 µA,-88.5331 µA,-89.0222 µA,-89.1149 µA,-88.6194 µA,-88.7477 µA,-88.9453 µA,-89.2062 µA,-89.3118 µA,-88.4561 µA,-88.9877 µA,-89.0476 µA,-88.9796 µA,-89.0900 µA,-89.0633 µA,-88.9456 µA,-85.6261 µA,-88.9853 µA,-88.8097 µA,-89.0346 µA,-89.2682 µA,-87.1236 µA,-89.0376 µA,-89.2251 µA,-87.6017 µA,-88.9615 µA,-89.2349 µA,-88.9718 µA,-88.9779 µA,-79.3389 µA,-88.9152 µA,-88.9599 µA
2024-08-04 19:17:44,-88.9510 µA,-89.0061 µA,-88.9933 µA,-89.1844 µA,-88.9548 µA,-89.2307 µA,-88.9320 µA,-88.8949 µA,-89.0986 µA,-89.0995 µA,-88.9518 µA,-88.7370 µA,-88.9691 µA,-86.4207 µA,-89.0969 µA,-86.3653 µA,-89.0186 µA,-89.2437 µA,-89.0173 µA,-88.8771 µA,-89.0019 µA,-88.4982 µA,-89.0096 µA,-88.9387 µA,-105.9682 µA,-106.1951 µA,-88.9171 µA,-89.0712 µA,-85.2596 µA,-89.1195 µA,-88.7620 µA,-88.8781 µA,-89.1485 µA,-88.9752 µA,-88.7895 µA,-89.0861 µA,-88.8848 µA,-88.5712 µA,-88.9853 µA,-89.0342 µA,-88.9548 µA,-89.1007 µA,-89.0550 µA,-88.5317 µA,-89.0222 µA,-89.1099 µA,-88.6340 µA,-88.7475 µA,-88.9449 µA,-89.2058 µA,-89.3120 µA,-88.4296 µA,-88.9865 µA,-89.0472 µA,-88.9795 µA,-89.0785 µA,-89.0633 µA,-88.9452 µA,-85.6264 µA,-88.9849 µA,-88.7995 µA,-89.0348 µA,-89.2683 µA,-87.1219 µA,-89.0373 µA,-89.2244 µA,-88.5001 µA,-88.9585 µA,-89.2349 µA,-88.9718 µA,-88.9781 µA,-79.2107 µA,-88.9154 µA,-88.9595 µA
2024-08-04 19:17:48,-88.9507 µA,-89.0060 µA,-88.9961 µA,-89.1843 µA,-88.9531 µA,-89.2306 µA,-88.9318 µA,-88.8947 µA,-89.1038 µA,-89.0990 µA,-88.9520 µA,-88.7379 µA,-88.9569 µA,-86.4204 µA,-89.0969 µA,-86.3649 µA,-89.0190 µA,-89.2437 µA,-89.0175 µA,-88.8763 µA,-89.0012 µA,-88.4980 µA,-89.0098 µA,-88.9391 µA,-105.9682 µA,-106.1950 µA,-88.9170 µA,-89.0706 µA,-85.2612 µA,-89.1195 µA,-88.7619 µA,-88.8780 µA,-89.1490 µA,-88.9753 µA,-88.7893 µA,-89.0857 µA,-88.8846 µA,-88.5711 µA,-88.9852 µA,-89.0340 µA,-88.9546 µA,-89.1002 µA,-89.0551 µA,-88.5268 µA,-89.0225 µA,-89.1121 µA,-88.6297 µA,-88.7471 µA,-88.9449 µA,-89.2054 µA,-89.3115 µA,-88.4347 µA,-88.9810 µA,-89.0467 µA,-88.9794 µA,-89.0788 µA,-89.0635 µA,-88.9446 µA,-85.6277 µA,-88.9852 µA,-89.0644 µA,-89.0346 µA,-89.2673 µA,-87.1211 µA,-89.0369 µA,-89.2245 µA,-87.6810 µA,-88.9568 µA,-89.2349 µA,-88.9715 µA,-88.9740 µA,-78.9740 µA,-88.9156 µA,-88.9596 µA
2024-08-04 19:17:52,-88.9500 µA,-89.0059 µA,-89.0127 µA,-89.1849 µA,-88.9554 µA,-89.2305 µA,-88.9319 µA,-88.8945 µA,-89.1098 µA,-89.0987 µA,-88.9519 µA,-88.7381 µA,-88.9602 µA,-86.4205 µA,-89.0965 µA,-86.3648 µA,-89.0180 µA,-89.2433 µA,-89.0179 µA,-88.8744 µA,-89.0012 µA,-88.4980 µA,-89.0099 µA,-88.9388 µA,-105.9682 µA,-106.1950 µA,-88.9167 µA,-89.0709 µA,-85.2614 µA,-89.1192 µA,-88.7616 µA,-88.8777 µA,-89.1490 µA,-88.9757 µA,-88.7894 µA,-89.0855 µA,-88.8847 µA,-88.5710 µA,-88.9854 µA,-89.0342 µA,-88.9544 µA,-89.1005 µA,-89.0550 µA,-88.5313 µA,-89.0230 µA,-89.1132 µA,-88.6250 µA,-88.7469 µA,-88.9451 µA,-89.2055 µA,-89.3107 µA,-88.4349 µA,-88.9828 µA,-89.0466 µA,-88.9795 µA,-89.0789 µA,-89.0631 µA,-88.9441 µA,-85.6237 µA,-88.9858 µA,-88.7913 µA,-89.0343 µA,-89.2668 µA,-87.1199 µA,-89.0370 µA,-89.2240 µA,-87.6898 µA,-88.9599 µA,-89.2351 µA,-88.9714 µA,-88.9779 µA,-79.0970 µA,-88.9152 µA,-88.9596 µA
2024-08-04 19:17:56,-88.9500 µA,-89.0060 µA,-88.9913 µA,-89.1845 µA,-88.9554 µA,-89.2306 µA,-88.9314 µA,-88.8947 µA,-89.1050 µA,-89.0986 µA,-88.9519 µA,-88.7375 µA,-88.9628 µA,-86.4201 µA,-89.0965 µA,-86.3646 µA,-89.0178 µA,-89.2434 µA,-89.0223 µA,-88.8734 µA,-89.0009 µA,-88.4979 µA,-89.0088 µA,-88.9388 µA,-105.9682 µA,-106.1950 µA,-88.9165 µA,-89.0706 µA,-85.2614 µA,-89.1189 µA,-88.7617 µA,-88.8776 µA,-89.1483 µA,-88.9759 µA,-88.7893 µA,-89.0853 µA,-88.8847 µA,-88.5710 µA,-88.9845 µA,-89.0340 µA,-88.9541 µA,-89.1005 µA,-89.0550 µA,-88.5314 µA,-89.0227 µA,-89.1130 µA,-88.6217 µA,-88.7471 µA,-88.9451 µA,-89.2057 µA,-89.3104 µA,-88.4398 µA,-88.9830 µA,-89.0469 µA,-88.9797 µA,-89.0791 µA,-89.0626 µA,-88.9441 µA,-85.6244 µA,-88.9857 µA,-88.8034 µA,-89.0338 µA,-89.2675 µA,-87.1191 µA,-89.0369 µA,-89.2241 µA,-87.7579 µA,-88.9471 µA,-89.2349 µA,-88.9714 µA,-88.9782 µA,-79.0648 µA,-88.9149 µA,-88.9598 µA
2024-08-04 19:18:00,-88.9507 µA,-89.0057 µA,-89.0279 µA,-89.1846 µA,-88.9587 µA,-89.2299 µA,-88.9313 µA,-88.8947 µA,-89.0946 µA,-89.0984 µA,-88.9517 µA,-88.7372 µA,-89.3653 µA,-86.4200 µA,-89.0964 µA,-86.3646 µA,-89.0177 µA,-89.2436 µA,-88.9868 µA,-88.8716 µA,-89.0005 µA,-88.4979 µA,-89.0098 µA,-88.9384 µA,-105.9682 µA,-106.1949 µA,-88.9168 µA,-89.0706 µA,-85.2612 µA,-89.1192 µA,-88.7614 µA,-88.8779 µA,-89.1489 µA,-88.9758 µA,-88.7890 µA,-89.0854 µA,-88.8848 µA,-88.5710 µA,-88.9845 µA,-89.0336 µA,-88.9537 µA,-89.1002 µA,-89.0550 µA,-88.5331 µA,-89.0229 µA,-89.1131 µA,-88.6165 µA,-88.7473 µA,-88.9450 µA,-89.2055 µA,-89.3105 µA,-88.4372 µA,-88.9830 µA,-89.0466 µA,-88.9795 µA,-89.0790 µA,-89.0626 µA,-88.9444 µA,-85.6245 µA,-88.9854 µA,-88.7775 µA,-89.0340 µA,-89.2675 µA,-87.1185 µA,-89.0366 µA,-89.2239 µA,-88.1252 µA,-88.9458 µA,-89.2343 µA,-88.9713 µA,-88.9783 µA,-79.7655 µA,-88.9150 µA,-88.9596 µA
2024-08-04 19:18:04,-88.9505 µA,-89.0058 µA,-89.0220 µA,-89.1842 µA,-88.9584 µA,-89.2297 µA,-88.9312 µA,-88.8943 µA,-89.1098 µA,-89.0982 µA,-88.9515 µA,-88.7371 µA,-88.9628 µA,-86.4201 µA,-89.0962 µA,-86.3646 µA,-89.0173 µA,-89.2439 µA,-89.2215 µA,-88.8700 µA,-88.9998 µA,-88.4980 µA,-89.0089 µA,-88.9386 µA,-105.9682 µA,-106.1949 µA,-88.9169 µA,-89.0710 µA,-85.2613 µA,-89.1146 µA,-88.7618 µA,-88.8778 µA,-89.1483 µA,-88.9762 µA,-88.7892 µA,-89.0855 µA,-88.8845 µA,-88.5706 µA,-88.9838 µA,-89.0335 µA,-88.9533 µA,-89.0999 µA,-89.0547 µA,-88.5347 µA,-89.0227 µA,-89.1136 µA,-88.6114 µA,-88.7474 µA,-88.9452 µA,-89.2054 µA,-89.3103 µA,-88.4464 µA,-88.9828 µA,-89.0474 µA,-88.9798 µA,-89.0790 µA,-89.0623 µA,-88.9440 µA,-85.6244 µA,-88.9856 µA,-88.7850 µA,-89.0344 µA,-89.2673 µA,-87.1178 µA,-89.0367 µA,-89.2245 µA,-88.4313 µA,-88.9477 µA,-89.2336 µA,-88.9710 µA,-88.9783 µA,-79.6064 µA,-88.9148 µA,-88.9592 µA
2024-08-04 19:18:08,-88.9512 µA,-89.0062 µA,-89.0165 µA,-89.1848 µA,-88.9562 µA,-89.2308 µA,-88.9313 µA,-88.8949 µA,-89.1002 µA,-89.0985 µA,-88.9518 µA,-88.7380 µA,-88.9778 µA,-86.4204 µA,-89.0970 µA,-86.3648 µA,-89.0171 µA,-89.2442 µA,-89.0174 µA,-88.8697 µA,-88.9998 µA,-88.4979 µA,-89.0084 µA,-88.9388 µA,-105.9681 µA,-106.1949 µA,-88.9169 µA,-89.0708 µA,-85.2611 µA,-89.1205 µA,-88.7623 µA,-88.8778 µA,-89.1480 µA,-88.9768 µA,-88.7893 µA,-89.0859 µA,-88.8845 µA,-88.5707 µA,-88.9846 µA,-89.0332 µA,-88.9536 µA,-89.0998 µA,-89.0549 µA,-88.5341 µA,-89.0227 µA,-89.1136 µA,-88.5743 µA,-88.7475 µA,-88.9456 µA,-89.2053 µA,-89.3117 µA,-88.4388 µA,-88.9828 µA,-89.0470 µA,-88.9799 µA,-89.0788 µA,-89.0627 µA,-88.9442 µA,-85.6249 µA,-88.9858 µA,-88.7499 µA,-89.0345 µA,-89.2683 µA,-87.1170 µA,-89.0372 µA,-89.2240 µA,-88.0334 µA,-88.9477 µA,-89.2340 µA,-88.9713 µA,-88.9786 µA,-79.8267 µA,-88.9150 µA,-88.9594 µA
2024-08-04 19:18:12,-88.9514 µA,-89.0064 µA,-89.0130 µA,-89.1839 µA,-88.9560 µA,-89.2304 µA,-88.9314 µA,-88.8949 µA,-89.2676 µA,-89.0985 µA,-88.9521 µA,-88.7381 µA,-88.9760 µA,-86.4203 µA,-89.0965 µA,-86.3651 µA,-89.0176 µA,-89.2434 µA,-89.0187 µA,-88.8669 µA,-89.0003 µA,-88.4978 µA,-89.0089 µA,-88.9391 µA,-105.9680 µA,-106.1948 µA,-88.9170 µA,-89.0704 µA,-85.2609 µA,-89.1201 µA,-88.7620 µA,-88.8779 µA,-89.1482 µA,-88.9770 µA,-88.7896 µA,-89.0860 µA,-88.8846 µA,-88.5703 µA,-88.9842 µA,-89.0335 µA,-88.9535 µA,-89.1000 µA,-89.0548 µA,-88.5311 µA,-89.0233 µA,-89.1140 µA,-88.5849 µA,-88.7478 µA,-89.0047 µA,-89.2049 µA,-89.3117 µA,-88.4373 µA,-88.9829 µA,-89.0473 µA,-88.9799 µA,-89.0785 µA,-89.0630 µA,-88.9447 µA,-85.6295 µA,-88.9862 µA,-88.8149 µA,-89.0344 µA,-89.2684 µA,-87.1159 µA,-89.0371 µA,-89.2240 µA,-88.4652 µA,-88.9473 µA,-89.2339 µA,-88.9712 µA,-88.9785 µA,-79.0713 µA,-88.9150 µA,-88.9594 µA
2024-08-04 19:18:16,-88.9508 µA,-89.0063 µA,-89.2199 µA,-89.1835 µA,-88.9561 µA,-89.2300 µA,-88.9311 µA,-88.8947 µA,-89.1104 µA,-89.0988 µA,-88.9522 µA,-88.7379 µA,-88.9635 µA,-86.4202 µA,-89.0962 µA,-86.3652 µA,-89.0175 µA,-89.2437 µA,-89.0190 µA,-88.8621 µA,-89.0007 µA,-88.4982 µA,-89.0197 µA,-88.9396 µA,-105.9679 µA,-106.1948 µA,-88.9170 µA,-89.0702 µA,-85.2607 µA,-89.1201 µA,-88.7620 µA,-88.8780 µA,-89.1474 µA,-88.9769 µA,-88.7895 µA,-89.0862 µA,-88.8846 µA,-88.5701 µA,-88.9839 µA,-89.0336 µA,-88.9534 µA,-89.1002 µA,-89.0550 µA,-88.5268 µA,-89.0232 µA,-89.1133 µA,-88.5763 µA,-88.7480 µA,-88.9422 µA,-89.2050 µA,-89.3116 µA,-88.4402 µA,-88.9831 µA,-89.0470 µA,-88.9800 µA,-89.0788 µA,-89.0631 µA,-88.9446 µA,-85.6327 µA,-88.9863 µA,-89.0654 µA,-89.0343 µA,-89.2685 µA,-87.1156 µA,-89.0373 µA,-89.2245 µA,-87.9526 µA,-88.9470 µA,-89.2343 µA,-88.9708 µA,-88.9785 µA,-79.1512 µA,-88.9152 µA,-88.9590 µA
2024-08-04 19:18:20,-88.9512 µA,-89.0065 µA,-89.0019 µA,-89.1834 µA,-88.9556 µA,-89.2308 µA,-88.9314 µA,-88.8944 µA,-89.1146 µA,-89.0985 µA,-88.9520 µA,-88.7374 µA,-89.0079 µA,-86.4202 µA,-89.0962 µA,-86.3653 µA,-89.0217 µA,-89.2429 µA,-89.0182 µA,-88.8616 µA,-89.0009 µA,-88.4982 µA,-89.0289 µA,-88.9393 µA,-105.9679 µA,-106.1948 µA,-88.9173 µA,-89.0694 µA,-85.2607 µA,-89.1201 µA,-88.7621 µA,-88.8780 µA,-89.1478 µA,-88.9768 µA,-88.7896 µA,-89.0858 µA,-88.8847 µA,-88.5703 µA,-88.9831 µA,-89.0335 µA,-88.9535 µA,-89.1003 µA,-89.0551 µA,-88.5341 µA,-89.0230 µA,-89.1140 µA,-88.5845 µA,-88.7482 µA,-88.9433 µA,-89.2049 µA,-89.3115 µA,-88.4629 µA,-88.9755 µA,-89.0468 µA,-88.9800 µA,-89.0783 µA,-89.0623 µA,-89.3299 µA,-85.6375 µA,-88.9860 µA,-88.7702 µA,-89.0338 µA,-89.2679 µA,-87.1144 µA,-89.0378 µA,-89.2251 µA,-88.1952 µA,-88.9468 µA,-89.2345 µA,-88.9707 µA,-88.9783 µA,-79.2113 µA,-88.9151 µA,-88.9585 µA
2024-08-04 19:18:24,-88.9513 µA,-89.0064 µA,-88.9917 µA,-89.1830 µA,-88.9555 µA,-89.2311 µA,-88.9318 µA,-88.8951 µA,-89.1091 µA,-89.0985 µA,-88.9522 µA,-88.7381 µA,-88.9641 µA,-86.4200 µA,-89.0960 µA,-86.3654 µA,-89.0181 µA,-89.2432 µA,-89.0160 µA,-88.8608 µA,-89.0008 µA,-88.4978 µA,-89.0161 µA,-88.9396 µA,-105.9679 µA,-106.1948 µA,-88.9175 µA,-89.0697 µA,-85.2607 µA,-89.1197 µA,-88.7622 µA,-88.8781 µA,-89.1479 µA,-88.9762 µA,-88.7892 µA,-89.0858 µA,-88.8845 µA,-88.5699 µA,-88.9835 µA,-89.0334 µA,-88.9539 µA,-89.1002 µA,-89.0548 µA,-88.5281 µA,-89.0234 µA,-89.1138 µA,-88.5786 µA,-88.7477 µA,-88.9433 µA,-89.2049 µA,-89.3123 µA,-88.4586 µA,-88.9836 µA,-89.0466 µA,-88.9799 µA,-89.0786 µA,-89.0623 µA,-88.9482 µA,-85.6410 µA,-88.9852 µA,-88.7867 µA,-89.0336 µA,-89.2677 µA,-87.1136 µA,-89.0371 µA,-89.2252 µA,-88.8864 µA,-88.9458 µA,-89.2337 µA,-88.9711 µA,-88.9782 µA,-79.3662 µA,-88.9151 µA,-88.9587 µA
2024-08-04 19:18:28,-88.9516 µA,-89.0058 µA,-89.0068 µA,-89.1829 µA,-88.9551 µA,-89.2310 µA,-88.9313 µA,-88.8948 µA,-89.1201 µA,-89.0984 µA,-88.9518 µA,-88.7380 µA,-88.9820 µA,-86.4200 µA,-89.0958 µA,-86.3654 µA,-89.0178 µA,-89.2427 µA,-89.0151 µA,-88.8603 µA,-89.0003 µA,-88.4975 µA,-89.0049 µA,-88.9395 µA,-105.9678 µA,-106.1947 µA,-88.9173 µA,-89.0690 µA,-85.2607 µA,-89.1198 µA,-88.7617 µA,-88.8779 µA,-89.1475 µA,-88.9764 µA,-88.7890 µA,-89.0857 µA,-88.8845 µA,-88.5698 µA,-88.9833 µA,-89.0332 µA,-88.9543 µA,-89.1001 µA,-89.0541 µA,-88.5306 µA,-89.0226 µA,-89.1139 µA,-88.5678 µA,-88.7481 µA,-88.9436 µA,-89.2050 µA,-89.3136 µA,-88.4287 µA,-88.9841 µA,-89.0466 µA,-88.9799 µA,-89.0794 µA,-89.0627 µA,-88.9414 µA,-85.6442 µA,-88.9850 µA,-88.8116 µA,-89.0339 µA,-89.2682 µA,-87.1125 µA,-89.0367 µA,-89.2249 µA,-87.9059 µA,-88.9459 µA,-89.2329 µA,-88.9709 µA,-88.9781 µA,-79.0043 µA,-88.9149 µA,-88.9588 µA
2024-08-04 19:18:32,-88.9522 µA,-89.0058 µA,-89.0051 µA,-89.1833 µA,-88.9552 µA,-89.2309 µA,-88.9310 µA,-88.8946 µA,-89.1194 µA,-89.0986 µA,-88.9518 µA,-88.7382 µA,-88.9801 µA,-86.4199 µA,-89.0957 µA,-86.3656 µA,-89.0182 µA,-89.2430 µA,-89.0180 µA,-88.8600 µA,-89.0006 µA,-88.4976 µA,-89.0181 µA,-88.9393 µA,-105.9678 µA,-106.1947 µA,-88.9172 µA,-89.0692 µA,-85.2609 µA,-89.1194 µA,-88.7616 µA,-88.8778 µA,-89.1482 µA,-88.9762 µA,-88.7890 µA,-89.0858 µA,-88.8843 µA,-88.5695 µA,-88.9835 µA,-89.0338 µA,-88.9545 µA,-89.1004 µA,-89.0542 µA,-88.5309 µA,-89.0231 µA,-89.1143 µA,-88.5754 µA,-88.7483 µA,-88.9436 µA,-89.2053 µA,-89.3129 µA,-88.4569 µA,-88.9841 µA,-89.0465 µA,-88.9801 µA,-89.0795 µA,-89.0625 µA,-88.9417 µA,-85.6576 µA,-88.9853 µA,-88.8919 µA,-89.0339 µA,-89.2687 µA,-87.1120 µA,-89.0362 µA,-89.2251 µA,-88.0285 µA,-88.9460 µA,-89.2332 µA,-88.9710 µA,-88.9781 µA,-78.9763 µA,-88.9150 µA,-88.9587 µA
2024-08-04 19:18:36,-88.9521 µA,-89.0057 µA,-88.9910 µA,-89.1837 µA,-88.9546 µA,-89.2308 µA,-88.9312 µA,-88.8948 µA,-89.1168 µA,-89.0983 µA,-88.9517 µA,-88.7384 µA,-88.9658 µA,-86.4204 µA,-89.0955 µA,-86.3656 µA,-89.0180 µA,-89.2429 µA,-89.0175 µA,-88.8591 µA,-89.0013 µA,-88.4981 µA,-89.0199 µA,-88.9392 µA,-105.9678 µA,-106.1947 µA,-88.9173 µA,-89.0698 µA,-85.2604 µA,-89.1195 µA,-88.7619 µA,-88.8774 µA,-89.1485 µA,-88.9770 µA,-88.7895 µA,-89.0865 µA,-88.8843 µA,-88.5697 µA,-88.9839 µA,-89.0345 µA,-88.9546 µA,-89.1006 µA,-89.0546 µA,-88.5312 µA,-89.0236 µA,-89.1153 µA,-88.5756 µA,-88.7492 µA,-88.9441 µA,-89.2055 µA,-89.3129 µA,-88.4441 µA,-88.9844 µA,-89.0470 µA,-88.9801 µA,-89.0793 µA,-89.0628 µA,-88.9428 µA,-85.6517 µA,-88.9855 µA,-89.2485 µA,-89.0344 µA,-89.2692 µA,-87.1110 µA,-89.0367 µA,-89.2251 µA,-88.4389 µA,-88.9445 µA,-89.2334 µA,-88.9713 µA,-88.9782 µA,-79.1108 µA,-88.9151 µA,-88.9586 µA
2024-08-04 19:18:40,-88.9524 µA,-89.0055 µA,-89.0134 µA,-89.1845 µA,-88.9543 µA,-89.2305 µA,-88.9313 µA,-88.8947 µA,-89.0884 µA,-89.0983 µA,-88.9514 µA,-88.7388 µA,-89.1762 µA,-86.4206 µA,-89.0953 µA,-86.3658 µA,-89.0184 µA,-89.2431 µA,-89.0169 µA,-88.8591 µA,-89.0019 µA,-88.4982 µA,-89.0177 µA,-88.9395 µA,-105.9678 µA,-106.1949 µA,-88.9174 µA,-89.0692 µA,-85.2606 µA,-89.1187 µA,-88.7615 µA,-88.8776 µA,-89.1483 µA,-88.9767 µA,-88.7896 µA,-89.0863 µA,-88.8845 µA,-88.5696 µA,-88.9840 µA,-89.0342 µA,-88.9550 µA,-89.1007 µA,-89.0545 µA,-88.5331 µA,-89.0236 µA,-89.1162 µA,-88.5766 µA,-88.7494 µA,-88.9444 µA,-89.2056 µA,-89.3124 µA,-88.4372 µA,-88.9839 µA,-89.0468 µA,-88.9799 µA,-89.0791 µA,-89.0631 µA,-88.9432 µA,-85.6395 µA,-88.9857 µA,-88.7614 µA,-89.0344 µA,-89.2625 µA,-87.1101 µA,-89.0370 µA,-89.2251 µA,-87.8306 µA,-88.9429 µA,-89.2342 µA,-88.9713 µA,-88.9782 µA,-79.0842 µA,-88.9149 µA,-88.9580 µA
2024-08-04 19:18:44,-88.9515 µA,-89.0055 µA,-89.0104 µA,-89.1847 µA,-88.9544 µA,-89.2300 µA,-88.9310 µA,-88.8943 µA,-89.0999 µA,-89.0985 µA,-88.9514 µA,-88.7368 µA,-88.9687 µA,-86.4206 µA,-89.0949 µA,-86.3655 µA,-89.0182 µA,-89.2431 µA,-89.0175 µA,-88.8601 µA,-89.0012 µA,-88.4979 µA,-89.0160 µA,-88.9393 µA,-105.9679 µA,-106.1949 µA,-88.9176 µA,-89.0683 µA,-85.2612 µA,-89.1191 µA,-88.7616 µA,-88.8777 µA,-89.1484 µA,-88.9760 µA,-88.7891 µA,-89.0867 µA,-88.8844 µA,-88.5722 µA,-88.9840 µA,-89.0340 µA,-88.9548 µA,-89.1009 µA,-89.0545 µA,-88.5281 µA,-89.0230 µA,-89.1164 µA,-88.5648 µA,-88.7487 µA,-88.9440 µA,-89.2054 µA,-89.3116 µA,-88.4375 µA,-88.9840 µA,-89.0467 µA,-88.9797 µA,-89.0786 µA,-89.0628 µA,-88.9431 µA,-85.6491 µA,-88.9853 µA,-88.7712 µA,-89.0344 µA,-89.2638 µA,-87.1091 µA,-89.0373 µA,-89.2245 µA,-87.8578 µA,-88.9419 µA,-89.2344 µA,-88.9711 µA,-88.9780 µA,-79.2160 µA,-88.9148 µA,-88.9587 µA
2024-08-04 19:18:48,-88.9508 µA,-89.0055 µA,-89.0077 µA,-89.1852 µA,-88.9546 µA,-89.2303 µA,-88.9309 µA,-88.8945 µA,-89.1085 µA,-89.0982 µA,-88.9514 µA,-88.7374 µA,-88.9626 µA,-86.4204 µA,-89.0953 µA,-86.3650 µA,-89.0183 µA,-89.2431 µA,-89.0175 µA,-88.8603 µA,-89.0013 µA,-88.4979 µA,-89.0147 µA,-88.9396 µA,-105.9680 µA,-106.1949 µA,-88.9170 µA,-89.0688 µA,-85.2617 µA,-89.1192 µA,-88.7616 µA,-88.8776 µA,-89.1487 µA,-88.9767 µA,-88.7892 µA,-89.0869 µA,-88.8846 µA,-88.5719 µA,-88.9834 µA,-89.0341 µA,-88.9548 µA,-89.1010 µA,-89.0544 µA,-88.5325 µA,-89.0227 µA,-89.1158 µA,-88.5342 µA,-88.7484 µA,-88.9438 µA,-89.2055 µA,-89.3116 µA,-88.4356 µA,-88.9834 µA,-89.0472 µA,-88.9796 µA,-89.0785 µA,-89.0626 µA,-88.9434 µA,-85.6513 µA,-88.9852 µA,-88.9994 µA,-89.0345 µA,-89.2672 µA,-87.1092 µA,-89.0367 µA,-89.2242 µA,-88.3830 µA,-88.9409 µA,-89.2350 µA,-88.9710 µA,-88.9778 µA,-78.9744 µA,-88.9148 µA,-88.9586 µA
